DC,KID,LPH,Mass,Prot,Prot_err,Teff,logg,w
0,3972913,1.128,1.1497,11.315,0.09699999999999999,6136,4.52,0.6118
0,3972999,0.976,0.965,12.392000000000001,0.11699999999999999,5501,4.61,0.5875
0,3973141,1.21,0.9337,14.475,0.18899999999999997,5383,4.65,0.6791
0,3973174,1.4069999999999998,0.9167,5.925,0.005,5318,4.7,0.7217
0,3973209,0.37799999999999995,0.9839,19.259,0.183,5571,4.59,0.2696
0,3973260,0.41700000000000004,1.1796,5.907,0.023,6227,4.51,0.3192
0,3973681,1.31,0.8847,14.857999999999999,0.053,5195,4.45,0.6917
0,3973772,0.643,1.0882,4.103,0.011000000000000001,5938,4.57,0.4018
0,3973928,0.731,0.8418,31.883000000000003,0.6809999999999999,5029,4.48,0.4284
0,3974043,1.219,0.7783,10.202,0.006999999999999999,4786,4.45,0.6376
0,3974277,0.884,1.1107,12.020999999999999,0.07,6012,4.21,0.5514
0,3974332,1.044,0.7459,10.788,0.384,4665,4.56,0.5593
0,3974401,1.198,1.2302,3.84,0.005,6374,4.31,0.6794
0,3974758,1.0659999999999998,1.016,11.829,0.033,5688,4.64,0.6538
0,3974987,0.66,0.7917,26.043000000000003,0.09300000000000001,4837,4.51,0.441
0,3975292,0.391,1.2292,1.43,0.006,6371,4.88,0.2788
0,4035587,0.365,0.983,23.223000000000003,3.125,5568,3.76,0.2783
0,4036339,0.92,1.0858,4.073,0.006,5930,4.69,0.54
0,4036544,0.583,0.7748,27.421,0.721,4773,4.54,0.3928
0,4036736,1.3769999999999998,0.8635,2.823,0.006999999999999999,5113,3.83,0.6695
0,4036873,0.496,1.0443,19.36,0.511,5788,4.01,0.3494
0,4037277,0.391,1.203,2.8710000000000004,0.763,6296,4.23,0.2809
0,4037407,1.5630000000000002,1.1789,13.478,0.01,6225,4.22,0.6884
0,4037745,0.606,1.0425,11.542,0.18600000000000003,5782,4.28,0.4066
0,4038050,0.54,0.9535,32.082,0.727,5458,3.73,0.3125
0,4038324,1.528,0.8379,15.394,0.086,5014,4.4,0.7002
0,4038557,0.483,0.9353,24.223000000000003,1.031,5389,4.46,0.3647
0,4039461,0.826,1.006,12.440999999999999,0.486,5652,4.33,0.528
0,4039576,0.736,0.9527,15.025,0.297,5455,4.91,0.4681
0,4039593,0.507,1.0152,14.003,0.16,5685,4.42,0.3459
0,4039624,0.828,0.8723,21.991,0.488,5147,4.5,0.5479
0,4039677,0.878,1.0457,13.755999999999998,0.053,5793,4.37,0.5707
0,4039834,0.461,0.9023,24.544,0.688,5263,4.5,0.3269
0,4039883,1.155,0.7756,22.379,0.307,4776,4.42,0.6335
0,4039966,1.163,1.1116,5.93,0.047,6015,3.72,0.6729
0,4040636,0.988,1.2285,1.6980000000000002,0.013999999999999999,6369,4.21,0.6063
0,4040647,0.573,0.9706,0.617,0.003,5522,4.37,0.3322
0,4040823,1.101,0.7596,23.444000000000003,0.315,4716,4.54,0.6196
0,4041342,1.442,0.8234,20.118,0.107,4958,4.5,0.6713
0,4041351,0.821,0.9440000000000001,19.594,0.14300000000000002,5422,4.28,0.5441
0,4042141,0.68,0.9546,18.434,0.617,5462,4.65,0.4625
0,4042283,0.441,0.9279,17.762,0.619,5361,4.63,0.2771
0,4042610,0.447,1.0002,19.441,0.381,5631,4.49,0.3386
0,4042747,1.286,0.8922,9.957,0.057,5224,4.5,0.6918
0,4043151,0.508,0.7909,32.808,1.882,4834,4.42,0.3474
0,4044075,0.498,1.0864,12.347000000000001,0.049,5932,3.73,0.3717
0,4044108,0.48,1.1907,5.065,0.038,6260,4.11,0.3587
0,4044261,1.26,0.7975,19.988,0.138,4859,4.48,0.6623
0,4044840,1.318,0.7658,19.125,0.039,4739,4.32,0.6779
0,4045214,1.2409999999999999,0.8524,7.011,0.009000000000000001,5070,4.59,0.6347
0,4045241,0.353,0.9749,20.111,1.239,5538,4.77,0.2504
0,4047652,1.122,1.1268,4.011,0.005,6064,4.41,0.6429
0,4047949,0.772,0.9026,21.926,0.27699999999999997,5264,4.58,0.5261
0,4048325,0.39399999999999996,0.9466,24.289,0.95,5432,4.68,0.3021
0,4048899,1.251,0.8782,1.604,0.005,5170,4.41,0.619
0,4049025,1.3659999999999999,0.7207,6.801,0.011000000000000001,4573,4.55,0.6819
0,4049087,1.099,1.0374,6.892,0.013000000000000001,5764,4.54,0.6264
0,4049563,1.163,0.9493,15.890999999999998,0.042,5442,4.59,0.6518
0,4049576,0.535,1.0166,21.403000000000002,0.214,5690,3.95,0.3661
0,4049772,0.828,1.2316,2.7960000000000003,0.025,6378,4.41,0.5513
0,4049895,0.902,0.7507,36.207,1.798,4683,4.61,0.4823
0,4055045,0.985,0.8358,17.581,0.086,5006,4.34,0.5826
0,4055312,1.038,0.7046,21.566,0.124,4515,4.47,0.6331
0,4055609,0.7959999999999999,1.2113,9.211,0.09699999999999999,6320,4.35,0.4914
0,4055669,1.158,0.9371,13.798,0.086,5396,4.75,0.6818
0,4055827,0.6409999999999999,1.1897,62.441,1.068,6257,4.11,0.2911
0,4055870,0.831,1.1052,9.043,0.762,5994,4.51,0.5509
0,4055989,1.548,0.9655,10.232000000000001,0.012,5503,4.51,0.7318
0,4056004,0.544,0.9642,20.64,0.451,5498,4.42,0.3964
0,4056151,0.555,1.0443,16.827,3.4189999999999996,5788,4.36,0.4098
0,4056224,1.143,0.8855,17.362000000000002,0.433,5198,4.29,0.655
0,4056361,0.34700000000000003,0.9934,22.099,2.44,5606,4.4,0.2743
0,4056373,1.046,0.8516,21.253,0.073,5067,4.42,0.6098
0,4056639,0.653,0.8503,22.759,0.375,5062,4.31,0.4236
0,4056791,1.453,0.9849,0.365,0.004,5575,4.34,0.7116
0,4056841,0.46799999999999997,1.2399,2.053,0.004,6401,4.25,0.34299999999999997
0,4057231,0.544,0.9188,22.549,3.219,5326,4.7,0.3821
0,4057295,0.755,0.8381,29.263,0.607,5015,4.68,0.4615
0,4057479,1.237,1.1391,4.042,0.011000000000000001,6103,4.35,0.6947
0,4057524,0.958,0.9115,13.203,0.059000000000000004,5298,4.79,0.5589
0,4058934,1.0090000000000001,0.8591,19.507,0.10099999999999999,5096,4.9,0.6275
0,4059037,0.7509999999999999,0.8578,22.087,0.425,5091,5.02,0.4875
0,4059038,0.7070000000000001,0.8516,25.963,0.385,5067,4.82,0.4809
0,4059386,0.526,0.826,29.89,1.44,4968,4.84,0.3773
0,4059416,1.381,0.8772,1.9469999999999998,0.004,5166,4.49,0.6698
0,4059496,0.583,0.9421,19.005,0.131,5415,4.58,0.3936
0,4059778,1.2329999999999999,0.9245,13.697000000000001,0.085,5348,4.63,0.6931
0,4060155,0.564,0.9972,17.229,0.42200000000000004,5620,5.05,0.4016
0,4060241,0.647,1.0733,18.921,0.266,5888,4.75,0.41200000000000003
0,4060371,1.706,0.8513,0.813,0.006,5066,4.49,0.8137
0,4060749,0.44299999999999995,0.7532,33.146,0.23399999999999999,4692,4.77,0.3275
0,4060857,0.555,0.9658,27.94,0.782,5504,4.61,0.3442
0,4060941,1.224,0.8953,14.035,0.013000000000000001,5236,4.67,0.6992
0,4060994,1.24,1.1676,4.887,0.015,6191,4.28,0.7040000000000001
0,4061267,1.59,1.1843,0.327,0.006,6241,4.61,0.7861
0,4063667,1.0490000000000002,0.9739,14.84,0.086,5534,4.63,0.634
0,4063764,1.19,0.9517,14.452,0.04,5451,4.64,0.6696
0,4063858,0.5870000000000001,0.8891,33.654,4.927,5212,4.55,0.34
0,4063899,0.494,1.2736,10.957,0.29100000000000004,6493,4.14,0.2982
0,4064149,1.268,0.8405,16.887,0.243,5024,4.74,0.6811
0,4064422,0.6970000000000001,1.0174,15.789000000000001,0.429,5693,4.57,0.4897
0,4064861,1.0490000000000002,1.0486,6.281000000000001,0.067,5803,4.53,0.6019
0,4065126,0.359,0.8394,32.163000000000004,3.5639999999999996,5020,4.64,0.2593
0,4065922,1.146,0.9709,15.177,0.07200000000000001,5523,4.62,0.6478
0,4066261,0.364,1.0698,16.674,3.5060000000000002,5876,4.29,0.2868
0,4066312,0.774,0.8891,31.271,0.188,5212,4.54,0.43799999999999994
0,4066422,1.217,0.9009999999999999,9.898,0.021,5258,4.54,0.6588
0,4066601,0.7040000000000001,0.7429,29.048000000000002,0.18,4654,4.63,0.4813
0,4066629,1.324,0.8371,10.024,0.024,5011,4.29,0.696
0,4066814,0.484,0.9839,21.116,0.201,5571,4.55,0.3684
0,4066922,1.2590000000000001,1.0474,6.437,0.43799999999999994,5799,4.68,0.6931
0,4066932,1.548,0.8407,9.039,0.012,5025,4.52,0.7515
0,4067203,0.457,0.93,24.785999999999998,5.216,5369,4.81,0.3458
0,4067474,0.825,0.8454,25.46,0.434,5043,4.78,0.5207
0,4067493,0.48700000000000004,1.2263,4.624,0.154,6363,4.52,0.3811
0,4067498,0.7490000000000001,0.9747,24.241999999999997,0.092,5537,4.66,0.4557
0,4067699,1.287,0.9266,11.04,0.019,5356,4.39,0.7178
0,4067808,1.301,1.0601,12.241,0.042,5843,4.58,0.6777
0,4067869,0.605,1.084,41.516000000000005,1.486,5924,4.02,0.298
0,4067878,1.193,1.0713,6.968,0.028999999999999998,5881,4.47,0.6763
0,4068256,0.741,0.9188,0.883,0.018000000000000002,5326,4.33,0.415
0,4068261,1.432,1.1683,1.798,0.0,6193,4.41,0.7479
0,4068354,0.628,1.0082,20.649,0.215,5660,4.42,0.4223
0,4068391,1.53,1.023,11.927999999999999,0.076,5713,4.41,0.7154
0,4068611,1.25,1.1259,3.92,0.01,6061,4.68,0.6918
0,4068696,1.268,1.0116,11.777000000000001,0.025,5672,4.95,0.6871
0,4068743,0.6779999999999999,0.8433,28.713,1.025,5035,4.69,0.4393
0,4068842,0.655,0.9235,26.552,0.642,5344,4.63,0.4209
0,4068967,1.3780000000000001,0.8914,15.767999999999999,0.042,5221,4.55,0.6842
0,4069078,1.3869999999999998,1.0477,8.15,0.07,5800,4.43,0.7325
0,4069081,1.143,0.9141,8.745,0.19,5308,4.62,0.6199
0,4069204,0.6990000000000001,0.9115,20.951,0.779,5298,4.46,0.47200000000000003
0,4069636,1.038,0.8591,21.750999999999998,0.34,5096,4.83,0.5997
0,4069688,1.507,1.0331,4.37,0.005,5749,4.39,0.7737
0,4069875,0.889,0.8041,30.096999999999998,0.36700000000000005,4884,4.51,0.5077
0,4070043,0.691,0.8366,32.556999999999995,1.5230000000000001,5009,4.05,0.4092
0,4070250,0.622,1.0535,19.773,0.6679999999999999,5820,4.29,0.4028
0,4070789,1.4569999999999999,0.8785,9.925,0.012,5171,4.81,0.7438
0,4070811,0.5870000000000001,1.2486,3.341,0.01,6425,4.25,0.4405
0,4070853,1.4709999999999999,0.8441,11.782,0.044000000000000004,5038,4.53,0.7298
0,4071061,1.136,0.8374,16.913,0.128,5012,4.52,0.6667
0,4071395,1.37,0.8635,16.156,0.031,5113,4.7,0.6829
0,4071524,0.728,0.848,35.003,0.785,5053,4.54,0.4043
0,4071556,0.493,1.1666,6.97,0.054000000000000006,6188,4.4,0.3758
0,4072179,0.636,1.1144,23.746,0.062,6024,4.23,0.3573
0,4072377,0.484,0.7202,31.01,0.43200000000000005,4571,4.64,0.3331
0,4072380,1.041,0.9879,17.247,0.079,5586,4.58,0.6001
0,4072573,0.816,1.1153,9.51,0.066,6027,4.59,0.5572
0,4072694,0.314,0.9934,22.263,1.318,5606,4.58,0.2519
0,4072765,0.98,0.8067,24.954,0.433,4894,4.92,0.5751
0,4073219,1.541,0.9498,9.341000000000001,0.012,5444,4.49,0.7390000000000001
0,4073332,0.868,1.0593,17.413,0.401,5840,4.51,0.5223
0,4073383,1.095,0.9655,17.183,0.162,5503,4.7,0.6212
0,4073584,1.524,0.9828,12.508,0.044000000000000004,5567,4.52,0.7141
0,4073750,0.77,0.773,7.683,0.237,4766,4.63,0.4256
0,4073767,0.48200000000000004,0.8927,28.329,0.29100000000000004,5226,4.6,0.3398
0,4073812,0.37200000000000005,1.0272,20.513,1.129,5728,4.62,0.2793
0,4074400,0.9590000000000001,1.0283,9.11,0.027999999999999997,5732,4.98,0.5773
0,4074640,1.2890000000000001,1.2584,2.269,0.052000000000000005,6452,4.45,0.7122
0,4074944,0.544,0.9839,22.028000000000002,0.772,5571,4.63,0.3852
0,4075014,0.502,0.8953,0.39399999999999996,0.004,5236,4.83,0.2809
0,4075096,0.789,0.892,17.73,0.28,5223,4.73,0.4883
0,4075303,1.419,1.1309,5.749,0.008,6077,3.87,0.7359
0,4075539,1.251,1.2137,1.679,0.005,6327,4.08,0.6997
0,4075608,1.094,1.0633,9.09,0.011000000000000001,5854,3.87,0.653
0,4075613,1.081,0.9937,14.124,0.17300000000000001,5607,4.77,0.6377
0,4076261,0.354,1.163,4.577,0.052000000000000005,6177,4.41,0.2522
0,4076377,1.4040000000000001,0.7394,15.677999999999999,0.06,4641,4.37,0.7143
0,4076420,0.44299999999999995,0.8847,19.045,1.9609999999999999,5195,4.94,0.2643
0,4076613,1.122,0.9148,11.433,0.022000000000000002,5311,4.53,0.6306
0,4076697,1.2229999999999999,0.8252,8.378,0.0,4965,4.51,0.6327
0,4077001,0.484,0.7894,21.27,0.455,4828,4.67,0.2847
0,4077255,0.732,0.9232,23.253,3.676,5343,4.73,0.4852
0,4077780,1.446,0.9382,11.699000000000002,0.069,5400,4.75,0.7184
0,4078034,0.618,1.0639,16.483,0.353,5856,4.47,0.4293
0,4078358,1.095,0.9991,11.692,0.022000000000000002,5627,4.71,0.6611
0,4078620,0.479,1.0858,7.119,0.055,5930,4.25,0.3161
0,4078769,0.441,0.9279,24.618000000000002,1.107,5361,4.9,0.3296
0,4079172,0.904,0.9771,19.98,0.215,5546,3.69,0.544
0,4135549,0.9690000000000001,0.8265,26.698,0.9940000000000001,4970,4.34,0.5491
0,4135583,1.004,0.8539,20.873,0.045,5076,4.59,0.609
0,4135608,0.47100000000000003,0.9209,24.302,0.18600000000000003,5334,4.38,0.345
0,4136141,1.432,0.8079999999999999,0.456,0.004,4899,4.45,0.677
0,4136396,1.07,0.8576,18.676,0.011000000000000001,5090,4.63,0.6447
0,4136659,0.513,1.0085,11.824000000000002,0.084,5661,4.4,0.3336
0,4136749,1.044,0.7612,15.600999999999999,0.131,4722,4.52,0.5856
0,4136957,1.0590000000000002,0.9655,13.839,0.071,5503,4.9,0.6472
0,4136986,0.47600000000000003,1.1363,1.97,0.015,6094,4.53,0.309
0,4136992,1.262,0.7817,10.436,0.005,4799,4.19,0.6596
0,4137216,1.444,0.6842,14.965,0.027999999999999997,4443,4.7,0.7164
0,4137504,1.31,0.7838,7.3260000000000005,0.02,4807,4.51,0.6615
0,4137573,1.015,0.8205,19.375999999999998,0.043,4947,4.51,0.6156
0,4137929,1.265,0.8392,20.945999999999998,0.099,5019,4.07,0.643
0,4137959,1.165,0.7507,11.743,0.057,4683,3.98,0.6196
0,4137964,0.7509999999999999,0.8563,26.545,0.32899999999999996,5085,4.33,0.4826
0,4138387,1.42,0.9533,7.527,0.006999999999999999,5457,4.43,0.7559999999999999
0,4138537,0.48,0.9185,20.155,0.395,5325,4.33,0.3146
0,4138549,1.15,0.6896,18.000999999999998,0.106,4462,4.68,0.6643
0,4138576,1.3619999999999999,0.8069,8.122,0.01,4895,4.73,0.6927
0,4139090,0.602,0.8707,33.256,4.38,5141,4.43,0.3535
0,4139155,0.498,0.6753,29.941999999999997,0.484,4412,4.64,0.3232
0,4139254,1.371,0.929,9.386000000000001,0.021,5365,4.38,0.7449
0,4139325,0.474,1.1315,6.024,0.247,6079,4.1,0.3313
0,4139375,1.3130000000000002,1.0639,4.13,0.14400000000000002,5856,4.56,0.6958
0,4139384,0.7859999999999999,0.8803,13.474,0.040999999999999995,5178,4.46,0.4554
0,4139683,0.784,0.7309,34.824,0.42200000000000004,4610,4.42,0.4518
0,4139690,0.49200000000000005,1.023,13.812999999999999,0.16899999999999998,5713,4.52,0.3377
0,4140660,0.7759999999999999,0.8067,26.615,0.321,4894,4.52,0.512
0,4140811,0.8240000000000001,0.7215,32.827,0.853,4576,4.85,0.48100000000000004
0,4140876,0.5720000000000001,1.2012,12.332,1.745,6291,4.25,0.36
0,4141101,1.315,0.9642,15.078,0.034,5498,4.38,0.675
0,4141464,1.125,1.2651,3.234,0.006,6470,4.22,0.6516
0,4141480,0.941,1.2399,10.105,0.004,6401,4.25,0.5283
0,4141498,0.8059999999999999,1.1555,20.739,0.43700000000000006,6154,4.25,0.44
0,4141663,0.39299999999999996,0.8501,30.746,0.312,5061,4.53,0.2912
0,4141760,0.7070000000000001,1.2088,7.545,0.025,6313,4.25,0.474
0,4141845,0.42200000000000004,0.8627,30.96,0.779,5110,4.51,0.2943
0,4142137,1.55,0.9506,1.933,0.003,5447,4.36,0.7603
0,4142457,0.804,0.8964,16.505,0.183,5240,4.16,0.4903
0,4142675,0.8759999999999999,0.7507,33.728,0.039,4683,4.5,0.4873
0,4142730,1.171,0.9052,16.895,0.040999999999999995,5274,4.42,0.6565
0,4142809,0.669,0.8451,29.898000000000003,1.079,5042,4.49,0.4219
0,4143052,1.0490000000000002,0.7282,18.697,0.035,4600,4.64,0.6094
0,4143075,1.161,0.9363,10.514000000000001,0.1,5393,4.48,0.6507
0,4143167,0.9359999999999999,0.8943,20.616,0.07200000000000001,5232,4.42,0.5837
0,4143298,0.589,0.7993,13.380999999999998,0.256,4866,4.7,0.3347
0,4143369,1.3430000000000002,1.1621,2.94,0.013000000000000001,6174,3.76,0.7293
0,4143910,1.186,0.762,13.809000000000001,0.028999999999999998,4725,4.18,0.6458
0,4144238,1.088,1.1357,3.7239999999999998,0.013000000000000001,6092,3.88,0.6305
0,4144241,0.626,0.8586,24.148000000000003,0.175,5094,3.94,0.4214
0,4144355,1.24,0.6819,17.385,0.128,4435,4.61,0.6974
0,4144791,0.557,0.9493,20.39,1.598,5442,4.53,0.3925
0,4147277,0.585,1.0457,53.11600000000001,1.2309999999999999,5793,4.4,0.2702
0,4147537,1.681,0.7478,7.622999999999999,0.025,4672,4.52,0.7588
0,4147857,1.2229999999999999,0.9882,9.236,0.071,5587,4.26,0.6912
0,4148191,1.075,0.7761,18.629,0.01,4778,4.37,0.6319
0,4148235,0.93,0.8692,14.895999999999999,0.155,5135,4.52,0.5364
0,4148290,0.483,1.124,1.204,0.005,6055,4.29,0.3057
0,4148317,1.205,0.8645,18.596,0.077,5117,4.51,0.6505
0,4148474,0.518,0.8883,20.802,0.546,5209,4.16,0.3299
0,4148551,0.5660000000000001,0.9978,7.888999999999999,0.03,5622,4.48,0.348
0,4148580,0.618,1.1228,19.573,0.254,6051,4.43,0.3663
0,4148766,0.777,0.7769,23.884,0.114,4781,4.6,0.498
0,4148847,1.4280000000000002,0.9795,8.535,0.004,5555,4.5,0.7432
0,4148863,0.609,0.9261,21.506999999999998,0.5920000000000001,5354,4.53,0.4238
0,4148888,0.84,0.8252,26.084,0.313,4965,4.51,0.5256
0,4149286,1.07,0.7965,15.758,0.057999999999999996,4855,4.54,0.6053
0,4149355,0.795,0.9175,21.076,0.595,5321,4.69,0.5349
0,4150136,0.5,1.169,9.477,0.055999999999999994,6195,4.12,0.3701
0,4150250,1.205,0.9704,12.030999999999999,0.105,5521,4.35,0.6914
0,4150268,1.3130000000000002,0.9159,14.163,0.043,5315,4.73,0.6935
0,4150703,0.5489999999999999,0.9411,24.230999999999998,0.08199999999999999,5411,4.61,0.3923
0,4151067,0.665,0.8397,26.324,0.239,5021,4.66,0.4694
0,4155235,1.274,1.0783,18.722,0.015,5905,4.49,0.6255
0,4155694,1.389,0.7761,21.281,0.028999999999999998,4778,4.35,0.6663
0,4155751,0.426,1.2158,1.2930000000000001,0.008,6333,3.56,0.2965
0,4156529,1.052,0.7896,12.22,0.032,4829,4.43,0.5724
0,4156796,1.264,0.9023,13.482999999999999,0.055,5263,4.56,0.7039
0,4156945,0.9590000000000001,0.8907,17.04,0.087,5218,4.31,0.5834
0,4156952,1.57,0.7909,9.127,0.045,4834,4.62,0.7623
0,4157021,0.505,1.2217,10.46,0.035,6350,4.27,0.3306
0,4157044,0.836,0.735,32.53,0.161,4625,4.2,0.4856
0,4157147,0.418,0.9075,22.919,1.433,5283,4.51,0.281
0,4157308,0.638,0.6899,29.16,0.6459999999999999,4463,4.49,0.4304
0,4157460,1.339,0.8195,18.272000000000002,0.012,4943,4.52,0.6766
0,4157534,0.506,1.0107,14.970999999999998,0.381,5669,4.07,0.3498
0,4157739,1.217,1.0275,13.742,0.040999999999999995,5729,4.33,0.6565
0,4158180,1.1520000000000001,0.8674,13.064,0.012,5128,4.43,0.6405
0,4158317,1.088,0.7986,11.602,0.10800000000000001,4863,4.62,0.5869
0,4158384,0.516,0.894,32.704,4.152,5231,4.42,0.3104
0,4158803,0.826,1.018,14.132,0.079,5695,4.53,0.5506
0,4158847,1.486,0.934,4.03,0.008,5384,4.82,0.7475
0,4158949,1.229,0.9575,11.652000000000001,0.021,5473,4.59,0.7044
0,4159288,0.8140000000000001,0.934,6.235,0.132,5384,4.33,0.4626
0,4159298,1.189,0.6896,11.392000000000001,0.018000000000000002,4462,4.64,0.6307
0,4159693,1.037,1.1903,2.27,0.013999999999999999,6259,4.2,0.6167
0,4160723,0.895,0.9525,13.539000000000001,0.13699999999999998,5454,4.76,0.5475
0,4160772,0.442,1.0368,15.195,0.204,5762,4.49,0.3215
0,4160821,0.845,0.9177,19.168,0.087,5322,4.92,0.5523
0,4160866,1.301,1.0208,7.077999999999999,0.031,5705,4.62,0.7128
0,4161122,0.9209999999999999,0.9096,17.457,0.109,5291,4.58,0.5754
0,4161180,1.185,0.6891,20.409000000000002,0.018000000000000002,4460,4.55,0.6623
0,4161236,0.48,1.1088,16.622,0.633,6006,4.57,0.3213
0,4161376,1.182,0.8262,19.570999999999998,0.065,4969,4.73,0.6521
0,4161497,0.55,0.8581,29.37,0.198,5092,4.73,0.3761
0,4164369,1.3130000000000002,1.0645,0.72,0.023,5858,4.46,0.67
0,4164511,0.7090000000000001,1.2669,4.188,0.027999999999999997,6475,4.33,0.4868
0,4164522,0.657,0.8244,20.581999999999997,0.552,4962,4.58,0.4038
0,4164540,1.3519999999999999,0.9159,11.75,0.047,5315,4.73,0.7211
0,4164627,0.7440000000000001,1.1246,10.578,0.084,6057,4.45,0.5064
0,4164762,1.389,1.0138,5.228,0.006,5680,4.79,0.7304
0,4165502,1.193,0.7434,15.524000000000001,0.067,4656,4.4,0.6626
0,4165527,0.875,0.9722,21.405,0.8290000000000001,5528,4.5,0.5247
0,4165739,0.413,1.2175,8.357000000000001,1.4240000000000002,6338,4.34,0.302
0,4166132,0.491,0.9099,28.236,1.5830000000000002,5292,4.47,0.3357
0,4166365,0.47700000000000004,1.2074,1.435,0.008,6309,3.77,0.3288
0,4166395,0.441,1.2137,1.416,0.011000000000000001,6327,3.99,0.3069
0,4166578,1.146,0.9871,5.885,0.255,5583,4.58,0.6276
0,4166598,0.48700000000000004,1.0584,17.680999999999997,1.139,5837,4.55,0.3539
0,4166704,1.4880000000000002,0.8532,2.5340000000000003,0.0,5073,4.42,0.7155
0,4166719,0.507,1.04,21.721,3.299,5773,4.47,0.3342
0,4167954,0.386,1.0707,15.33,0.9470000000000001,5879,4.49,0.3072
0,4168016,1.137,0.9618,11.892000000000001,0.013999999999999999,5489,4.52,0.6648
0,4168020,0.496,0.7515,31.133000000000003,2.401,4686,4.44,0.3545
0,4168112,1.165,1.1203,6.075,0.019,6043,4.5,0.6809999999999999
0,4168640,0.977,1.2706,2.611,0.006,6485,3.8,0.6138
0,4168675,0.379,1.1637,7.957999999999999,0.055,6179,4.47,0.3066
0,4168690,0.7829999999999999,1.0011,18.756,0.154,5634,4.54,0.5059
0,4168758,1.274,0.9763,3.819,0.006,5543,4.39,0.664
0,4168890,0.467,1.0135,25.166,0.609,5679,4.5,0.2969
0,4169115,0.619,1.0698,14.077,0.177,5876,4.44,0.4563
0,4169150,0.397,1.1338,10.07,0.59,6086,4.49,0.3211
0,4169171,0.752,1.0683,13.187000000000001,0.34700000000000003,5871,4.57,0.524
0,4169219,1.182,1.1006,6.6979999999999995,0.027999999999999997,5979,4.57,0.6843
0,4169258,0.8220000000000001,1.1122,4.249,0.02,6017,4.5,0.5058
0,4169315,0.8340000000000001,1.1968,19.775,0.434,6278,4.48,0.4474
0,4169440,1.5330000000000001,1.0526,5.72,0.025,5817,4.4,0.7665
0,4169852,1.355,1.0894,5.2860000000000005,0.022000000000000002,5942,4.58,0.7332
0,4169884,0.546,0.9411,23.744,3.9930000000000003,5411,4.51,0.3971
0,4169964,0.643,1.0255,17.954,0.29600000000000004,5722,4.44,0.4479
0,4170180,1.506,0.9282,10.222999999999999,0.042,5362,4.74,0.7324
0,4170346,0.444,0.9311,22.455,0.14,5373,4.8,0.3125
0,4170511,0.387,1.1975,5.652,0.02,6280,4.17,0.3056
0,4170760,0.40700000000000003,0.8041,34.451,5.905,4884,4.78,0.2741
0,4170773,1.2209999999999999,1.2302,1.8259999999999998,0.008,6374,4.31,0.6988
0,4170785,0.684,0.9042,31.203000000000003,0.073,5270,4.47,0.3994
0,4170868,1.2590000000000001,0.8088,7.981,0.067,4902,4.48,0.6445
0,4171170,0.715,1.0558,12.002,0.14300000000000002,5828,4.58,0.4836
0,4171191,0.802,1.1897,2.544,0.025,6257,4.17,0.5143
0,4171693,0.847,0.9232,8.474,0.203,5343,4.6,0.4825
0,4171717,1.5919999999999999,0.7303,12.154000000000002,0.015,4608,4.14,0.7345
0,4172050,0.598,0.9128,23.635,0.10300000000000001,5303,4.86,0.4306
0,4172210,0.7759999999999999,0.7426,38.414,0.42200000000000004,4653,4.52,0.4257
0,4172535,0.494,0.9989,17.639,0.264,5626,4.86,0.3563
0,4172536,0.5870000000000001,0.7023,18.031,0.162,4507,4.58,0.3375
0,4172549,0.7040000000000001,0.9,27.701,0.519,5254,4.72,0.4369
0,4172730,0.804,0.9292,20.768,0.289,5366,4.63,0.5345
0,4172889,1.537,0.9565,4.9830000000000005,0.01,5469,4.83,0.7859
0,4173199,1.489,0.9653,15.149000000000001,0.034,5502,4.51,0.6949
0,4173307,1.297,0.9023,8.158,0.013999999999999999,5263,4.55,0.6837
0,4173344,0.878,1.0555,12.110999999999999,0.40399999999999997,5827,4.64,0.5768
0,4174234,1.591,0.6733,5.296,0.005,4405,4.52,0.7927
0,4174254,0.649,1.1131,5.547000000000001,0.439,6020,4.71,0.4242
0,4174467,0.672,1.0264,9.692,0.166,5725,4.79,0.4278
0,4174582,1.29,1.0819,6.706,0.006,5917,4.6,0.7201
0,4174751,0.34,1.0033,21.307,1.68,5642,4.62,0.2721
0,4174973,1.3419999999999999,0.9287,10.992,0.019,5364,4.62,0.7274
0,4175145,0.373,1.1924,3.6710000000000003,0.049,6265,4.49,0.2711
0,4175473,1.213,1.1388,7.595,0.057,6102,4.48,0.6757
0,4175557,1.655,0.9551,1.185,0.0,5464,4.51,0.8079
0,4175589,0.794,0.9967,21.193,1.973,5618,4.45,0.4885
0,4175618,1.569,0.8863,0.413,0.004,5201,4.3,0.7463
0,4175741,0.514,0.7204,46.056999999999995,10.603,4572,4.54,0.2643
0,4175803,1.268,1.0488,4.828,0.009000000000000001,5804,4.29,0.6819
0,4176093,0.379,1.0713,14.187999999999999,0.08900000000000001,5881,4.41,0.2893
0,4176145,1.091,1.0152,2.191,0.004,5685,4.62,0.5903
