DC,KID,LPH,Mass,Prot,Prot_err,Teff,logg,w
0,3838956,1.215,0.8459,13.712,0.034,5045,4.55,0.6774
0,3838965,0.866,1.0196,11.798,0.408,5701,4.49,0.55
0,3839042,0.431,1.0408,16.088,0.223,5776,4.34,0.3243
0,3839098,0.8909999999999999,1.1039,6.813,0.021,5990,4.43,0.5562
0,3842433,0.447,1.1082,13.422,0.094,6004,4.45,0.3396
0,3842537,0.9520000000000001,0.6868,13.790999999999999,0.124,4452,4.39,0.5274
0,3846936,0.64,1.2016,4.199,0.121,6292,4.39,0.4534
0,3847077,0.691,1.1752,14.027000000000001,0.032,6214,4.42,0.418
0,3847319,1.328,0.9243,5.544,0.004,5347,4.44,0.684
0,3847513,1.186,0.9266,16.651,0.078,5356,4.87,0.6553
0,3847522,0.6629999999999999,0.8503,26.783,0.20800000000000002,5062,4.79,0.4568
0,3847568,1.3159999999999998,0.8977,8.607999999999999,0.044000000000000004,5245,4.75,0.6959
0,3847612,1.389,0.9972,8.602,0.018000000000000002,5620,4.62,0.7367
0,3847678,1.4809999999999999,1.0561,3.528,0.006999999999999999,5829,4.36,0.7559999999999999
0,3847757,0.444,0.9107,18.910999999999998,3.741,5295,4.71,0.2767
0,3847763,0.43799999999999994,0.9784,1.159,0.004,5551,4.68,0.2507
0,3847994,0.983,1.0431,2.448,0.008,5784,4.41,0.5502
0,3848121,1.597,0.9498,2.9730000000000003,0.005,5444,4.61,0.7964
0,3848164,1.094,0.9442,13.25,0.10300000000000001,5423,4.68,0.6473
0,3848202,0.6890000000000001,1.0377,6.15,0.068,5765,4.26,0.4224
0,3848243,0.95,0.9828,15.072000000000001,0.06,5567,5.01,0.6064
0,3848294,1.386,1.0077,17.397000000000002,0.24,5658,4.67,0.6649
0,3848476,1.287,0.8114,7.556,0.013000000000000001,4912,4.55,0.6545
0,3848775,1.26,0.9535,6.475,0.016,5458,4.71,0.67
0,3848987,1.234,0.9567,11.107999999999999,0.021,5470,4.72,0.7034
0,3849014,1.266,0.833,9.963,0.016,4995,4.98,0.6647
0,3849223,0.782,0.77,25.204,0.207,4755,4.52,0.5133
0,3849302,0.406,1.1187,9.054,0.062,6038,4.34,0.3016
0,3849415,0.97,0.9083,10.751,0.345,5286,4.65,0.5481
0,3849705,0.879,0.7896,22.708000000000002,0.107,4829,4.56,0.5567
0,3849795,1.002,1.071,6.745,0.129,5880,4.4,0.5903
0,3849860,0.54,0.8381,21.951999999999998,0.013999999999999999,5015,4.51,0.3353
0,3849876,0.5870000000000001,1.0981,15.392999999999999,0.17,5971,4.35,0.3996
0,3850344,1.139,0.8293,13.937999999999999,0.011000000000000001,4981,4.53,0.633
0,3850386,0.337,0.9538,23.629,1.228,5459,4.59,0.2527
0,3850464,0.53,0.9374,26.02,0.718,5397,4.82,0.3648
0,3850559,0.991,0.8904,24.645,0.163,5217,4.59,0.5541
0,3850643,0.722,0.8127,23.076,0.23600000000000002,4917,4.41,0.4627
0,3850692,0.615,0.8457,32.888000000000005,4.856,5044,4.6,0.3714
0,3850729,1.24,0.9156,38.751999999999995,0.048,5314,3.73,0.5732
0,3850853,0.732,1.0326,16.009,0.109,5747,4.37,0.502
0,3850974,1.238,1.0445,8.554,0.006999999999999999,5789,4.34,0.7072
0,3851223,0.35200000000000004,1.2482,1.2930000000000001,0.004,6424,4.32,0.2584
0,3851255,0.446,1.242,1.2429999999999999,0.006999999999999999,6407,4.58,0.3203
0,3851768,0.397,1.1826,4.724,0.054000000000000006,6236,4.54,0.2936
0,3851816,0.904,0.9424,20.127,0.10300000000000001,5416,4.63,0.5601
0,3851910,0.522,0.8524,25.377,0.8390000000000001,5070,4.73,0.3524
0,3851953,0.6859999999999999,0.965,0.778,0.006999999999999999,5501,4.84,0.3939
0,3851993,0.489,0.8506,21.246,1.225,5063,4.73,0.2967
0,3852175,0.5720000000000001,1.1886,18.614,0.105,6254,4.32,0.3248
0,3852240,0.41,0.8857,27.953000000000003,1.175,5199,4.51,0.3104
0,3852328,0.8190000000000001,0.8992,22.436,0.22399999999999998,5251,4.64,0.5323
0,3852712,1.13,1.1627,5.812,0.01,6176,4.19,0.6688
0,3852865,0.449,0.973,26.373,0.19699999999999998,5531,4.46,0.2976
0,3852970,0.6509999999999999,0.9901,18.837,0.044000000000000004,5594,4.4,0.4648
0,3853006,1.26,1.1863,3.264,0.01,6247,4.39,0.7141
0,3853207,0.384,0.8964,25.184,4.648,5240,4.57,0.265
0,3853372,0.508,0.7193,36.913000000000004,6.468,4568,4.53,0.3232
0,3853373,0.715,1.0695,2.5580000000000003,0.024,5875,4.2,0.4288
0,3853405,0.73,1.0601,0.35200000000000004,0.003,5843,4.43,0.4286
0,3853638,0.9129999999999999,1.2074,4.1739999999999995,0.035,6309,4.46,0.5976
0,3853682,1.247,1.0005,4.482,0.006,5632,4.93,0.6642
0,3853740,0.679,1.0668,3.8310000000000004,0.012,5866,4.62,0.4141
0,3853835,0.9109999999999999,0.8327,25.416999999999998,0.17300000000000001,4994,4.54,0.5462
0,3853838,1.215,0.8563,12.472999999999999,0.021,5085,4.57,0.6665
0,3853935,0.867,0.8987,20.334,0.384,5249,4.56,0.5698
0,3853938,1.3840000000000001,1.0107,2.2230000000000003,0.003,5669,4.46,0.7021
0,3854052,0.7490000000000001,0.9201,12.712,0.12300000000000001,5331,4.39,0.4472
0,3854106,0.647,0.8793,12.732999999999999,0.052000000000000005,5174,4.62,0.374
0,3854437,0.992,0.9983,14.112,0.008,5624,4.46,0.6176
0,3854496,0.836,1.1175,11.895999999999999,0.127,6034,4.79,0.5309
0,3854646,1.381,1.0191,5.917999999999999,0.078,5699,4.92,0.7346
0,3854669,1.4,0.7941,10.298,0.081,4846,4.16,0.7313
0,3854725,0.777,1.1107,14.511,0.02,6012,4.47,0.4852
0,3855097,0.584,1.1853,4.89,0.059000000000000004,6244,4.65,0.4193
0,3857784,0.452,0.8213,20.372,2.74,4950,4.53,0.2621
0,3857900,1.5090000000000001,0.9227,6.443,0.335,5341,4.58,0.7738
0,3857945,1.156,0.7068,22.999000000000002,0.133,4523,4.63,0.6344
0,3858086,1.507,0.7748,1.4240000000000002,0.004,4773,4.54,0.7101
0,3858156,0.389,0.8155,34.278,0.6990000000000001,4928,4.63,0.261
0,3858601,0.503,1.0497,16.49,2.585,5807,4.83,0.3847
0,3858614,0.753,0.9956,14.725999999999999,1.19,5614,4.54,0.5004
0,3859043,0.41100000000000003,1.0465,19.314,0.493,5796,4.49,0.301
0,3859088,0.968,0.8586,23.16,0.122,5094,4.65,0.5724
0,3859112,1.4340000000000002,0.9138,16.22,0.052000000000000005,5307,4.8,0.6846
0,3859213,1.626,0.9284,1.608,0.004,5363,4.34,0.8004
0,3859336,0.691,0.9623,46.751999999999995,9.783,5491,4.35,0.3432
0,3859797,0.45299999999999996,0.9779,27.219,1.8719999999999999,5549,4.49,0.2899
0,3859858,0.38799999999999996,1.1331,8.96,0.076,6084,4.5,0.3004
0,3859934,0.594,0.9408,22.502,1.021,5410,5.02,0.4338
0,3860071,1.3159999999999998,0.7177,21.605999999999998,0.151,4562,4.62,0.6609
0,3860092,1.2690000000000001,0.8643,9.693,0.077,5116,4.37,0.6691
0,3860601,0.841,1.003,14.208,0.085,5641,4.66,0.552
0,3860718,1.013,0.9776,17.528,0.569,5548,4.58,0.5953
0,3860868,0.792,1.1713,7.167000000000001,0.06,6202,4.42,0.5388
0,3861036,1.112,0.8676,22.575,0.267,5129,4.66,0.5998
0,3861127,0.9179999999999999,0.7445,17.653,0.10300000000000001,4660,4.57,0.5299
0,3861163,0.37799999999999995,1.0132,20.428,0.24,5678,4.46,0.2962
0,3861257,1.069,0.9292,20.209,3.9730000000000003,5366,4.09,0.602
0,3861397,0.669,1.0408,15.311,0.363,5776,4.61,0.48200000000000004
0,3861523,0.424,0.9229,28.391,0.86,5342,4.46,0.2931
0,3861684,1.268,1.1085,1.73,0.013000000000000001,6005,4.42,0.6709
0,3861937,0.5479999999999999,0.9469,29.362,0.19899999999999998,5433,4.58,0.3376
0,3862382,1.219,0.7957,18.205,0.053,4852,4.55,0.6797
0,3862523,1.401,0.8337,11.083,0.019,4998,4.5,0.7516
0,3862599,1.295,0.9482,6.2989999999999995,0.004,5438,4.53,0.6826
0,3862679,1.571,0.7711,14.046,0.040999999999999995,4759,4.62,0.7204
0,3862793,1.263,0.8927,12.413,0.018000000000000002,5226,4.33,0.7082
0,3862856,0.8440000000000001,0.983,22.6,4.398,5568,4.49,0.5004
0,3863082,0.6629999999999999,1.0828,14.199000000000002,0.36200000000000004,5920,4.5,0.4621
0,3863456,0.794,0.9271,27.767,0.48,5358,4.5,0.4637
0,3863613,0.998,0.7933,29.4,0.307,4843,4.45,0.5444
0,3863642,0.8690000000000001,0.8901,24.328000000000003,0.599,5216,4.5,0.5263
0,3863819,0.485,0.7238,30.896,4.877,4584,4.75,0.3339
0,3863877,0.9640000000000001,0.9877,14.812000000000001,0.158,5585,4.69,0.6096
0,3863879,0.6659999999999999,0.9361,15.648,0.35700000000000004,5392,4.74,0.4205
0,3863928,0.9890000000000001,0.9798,7.922999999999999,0.009000000000000001,5556,4.66,0.5678
0,3864122,1.548,0.9,2.758,0.005,5254,4.46,0.7605
0,3864140,1.5219999999999998,0.9282,3.8710000000000004,0.033,5362,4.56,0.764
0,3864347,0.48700000000000004,1.1607,6.832000000000001,0.27399999999999997,6170,4.44,0.3667
0,3864428,0.8220000000000001,1.1122,8.086,0.066,6017,4.41,0.5407
0,3864443,1.3530000000000002,1.2721,0.488,0.004,6489,3.75,0.7383
0,3864666,1.161,0.9975,6.524,0.026000000000000002,5621,4.62,0.6424
0,3865311,0.39799999999999996,1.0434,11.585999999999999,1.3880000000000001,5785,4.17,0.2658
0,3865498,1.436,0.8679,20.375999999999998,0.044000000000000004,5130,4.37,0.6603
0,3865529,0.8690000000000001,0.976,18.961,0.24600000000000002,5542,4.81,0.5445
0,3865546,1.239,0.8381,12.287,0.019,5015,4.41,0.6729
0,3865623,0.8009999999999999,0.8389,26.436,0.396,5018,4.37,0.5057
0,3865665,0.525,0.8619,31.083000000000002,1.712,5107,4.51,0.3421
0,3865770,0.551,0.9094,29.59,0.152,5290,4.59,0.3505
0,3865815,0.866,0.8725,22.98,1.452,5148,4.67,0.5494
0,3865878,0.568,1.0801,9.464,0.063,5911,4.81,0.3866
0,3866082,1.033,1.1178,1.349,0.0,6035,4.13,0.5819
0,3866210,1.2890000000000001,0.9345,13.202,0.012,5386,4.94,0.6985
0,3866582,1.17,0.8407,20.578000000000003,0.177,5025,4.5,0.6353
0,3866601,1.4569999999999999,1.0739,1.2109999999999999,0.004,5890,4.37,0.7265
0,3866609,1.127,0.9133,14.895999999999999,0.057,5305,4.76,0.669
0,3866661,0.813,0.7221,33.399,1.163,4578,4.84,0.4732
0,3866723,0.986,0.9841,8.013,0.012,5572,4.81,0.5687
0,3867031,1.304,1.068,7.867000000000001,0.013999999999999999,5870,4.71,0.7243
0,3867064,0.45299999999999996,0.8985,9.043,0.243,5248,4.66,0.2525
0,3867698,1.465,0.9031,6.6,0.0,5266,4.7,0.7569
0,3867901,0.521,0.995,32.378,0.434,5612,4.82,0.2896
0,3867930,0.456,0.6888,35.895,2.474,4459,4.6,0.3214
0,3868041,1.4969999999999999,1.1091,3.6180000000000003,0.005,6007,4.88,0.7784
0,3868242,0.711,0.7883,28.436999999999998,0.57,4824,4.62,0.47700000000000004
0,3868474,0.809,0.778,36.773,0.642,4785,4.44,0.4428
0,3868684,0.91,1.2033,1.755,0.006,6297,4.73,0.5623
0,3869030,0.958,1.0346,17.828,0.298,5754,4.7,0.5568
0,3869044,0.379,1.0411,18.912,0.625,5777,4.7,0.2915
0,3869055,0.934,0.9198,18.128,0.602,5330,4.46,0.5971
0,3869099,0.945,0.9466,0.28600000000000003,0.0,5432,4.7,0.5119
0,3869311,1.3519999999999999,0.8441,14.835,0.077,5038,4.63,0.7029
0,3869529,1.225,0.835,7.428,0.035,5003,4.47,0.6289
0,3869549,0.5770000000000001,0.9948,20.05,0.385,5611,4.42,0.4159
0,3869616,0.905,0.9879,18.362000000000002,0.068,5586,4.61,0.5547
0,3869649,1.422,0.9216,1.921,0.0,5337,4.46,0.6983
0,3869684,0.685,1.0323,14.944,0.18600000000000003,5746,4.63,0.4824
0,3869729,0.475,0.8946,29.509,0.297,5233,4.5,0.3208
0,3869826,0.503,0.9565,23.67,0.36200000000000004,5469,4.63,0.3662
0,3869847,0.375,1.0309,16.0,2.7560000000000002,5741,4.49,0.2729
0,3869891,0.47200000000000003,0.9844,23.048000000000002,0.993,5573,4.25,0.3377
0,3870005,0.943,0.9749,11.972000000000001,0.253,5538,4.65,0.5716
0,3870074,1.2590000000000001,0.7347,22.320999999999998,0.396,4624,4.6,0.6508
0,3870338,0.7390000000000001,1.0397,17.04,0.09300000000000001,5772,4.8,0.4882
0,3934203,0.45399999999999996,0.9232,20.403,2.966,5343,4.53,0.2997
0,3935388,1.045,0.7899,18.36,0.037000000000000005,4830,4.38,0.6139
0,3935471,1.026,0.7978,19.959,0.531,4860,4.82,0.6218
0,3935496,0.374,0.9337,27.482,1.167,5383,4.52,0.27
0,3935671,1.065,0.9321,5.16,0.21100000000000002,5377,4.75,0.5729
0,3935682,1.319,0.8009,12.668,0.02,4872,4.55,0.7128
0,3935817,0.557,0.9570000000000001,15.365,0.917,5471,4.53,0.3594
0,3935818,0.8059999999999999,0.8873,17.410999999999998,1.3719999999999999,5205,4.85,0.4937
0,3935855,0.701,1.163,5.517,0.066,6177,4.39,0.4816
0,3936063,0.406,0.961,21.938000000000002,1.949,5486,4.54,0.3001
0,3936317,1.3130000000000002,0.8213,20.438,0.067,4950,4.53,0.6569
0,3936349,0.6759999999999999,0.8029999999999999,28.025,5.006,4880,4.2,0.4677
0,3936583,1.034,0.953,23.386999999999997,0.16399999999999998,5456,4.86,0.5627
0,3936610,0.659,1.0096,19.855,0.539,5665,4.48,0.4428
0,3936637,1.006,0.6922,16.859,0.033,4471,4.53,0.5714
0,3936696,0.565,0.7366,32.33,0.387,4631,4.38,0.3942
0,3936743,0.927,0.8966,17.807000000000002,0.049,5241,4.33,0.5756
0,3936993,0.469,1.1107,10.944,0.149,6012,4.28,0.3587
0,3937110,0.419,1.2054,2.381,0.6940000000000001,6303,4.3,0.2975
0,3937612,0.643,0.8837,25.695,3.6519999999999997,5191,4.62,0.4463
0,3937717,1.061,0.9898,6.984,0.027000000000000003,5593,4.79,0.5986
0,3937977,0.644,0.8588,29.026,5.74,5095,4.64,0.4161
0,3938103,0.408,0.9292,26.267,5.7010000000000005,5366,3.81,0.3076
0,3938116,1.344,0.8526,14.136,0.134,5071,4.26,0.7084
0,3938161,0.8859999999999999,1.0816,9.337,0.171,5916,4.42,0.5654
0,3938354,1.3969999999999998,0.9549,1.516,0.008,5463,4.58,0.6926
0,3938458,0.594,1.1338,61.107,1.0659999999999998,6086,4.53,0.2648
0,3938911,0.976,0.856,19.674,0.07200000000000001,5084,4.53,0.6084
0,3938925,1.207,0.7727,14.210999999999999,0.054000000000000006,4765,4.52,0.6619
0,3938951,1.213,1.1762,14.943,0.023,6217,4.26,0.6042
0,3939069,1.205,0.8738,19.354,0.023,5153,4.51,0.6407
0,3939581,0.626,0.8249,31.955,0.198,4964,4.62,0.39299999999999996
0,3939647,0.6920000000000001,0.7588,37.34,1.275,4713,4.57,0.3948
0,3940502,0.531,0.8169,33.521,5.063,4933,4.39,0.3393
0,3940630,1.153,0.8145,21.436999999999998,0.139,4924,4.67,0.6337
0,3940849,1.3030000000000002,0.8767,14.377,0.054000000000000006,5164,4.71,0.6993
0,3941575,1.085,0.8948,11.882,0.14,5234,4.34,0.607
0,3941928,0.47200000000000003,0.9055,28.673000000000002,1.472,5275,4.84,0.3234
0,3942111,0.41600000000000004,0.7564,36.219,4.196000000000001,4704,4.69,0.2736
0,3942170,1.3659999999999999,0.8254,17.511,0.006999999999999999,4966,4.59,0.6826
0,3942178,0.484,1.2706,2.5,0.046,6485,3.95,0.3789
0,3942324,1.073,0.6873,7.08,0.126,4454,4.51,0.5609
0,3942368,0.517,0.7585,36.975,9.576,4712,4.35,0.3172
0,3942388,0.34700000000000003,0.9374,26.471999999999998,3.798,5397,4.57,0.2644
0,3942405,0.551,0.7609,31.993000000000002,2.164,4721,4.49,0.3855
0,3942571,0.8490000000000001,1.0909,1.266,0.016,5947,4.13,0.4946
0,3942722,0.489,0.9591,23.464000000000002,1.242,5479,4.36,0.3602
0,3942724,0.503,0.9026,20.147000000000002,0.272,5264,4.57,0.3231
0,3942818,0.597,0.8614,24.004,0.9009999999999999,5105,4.23,0.3997
0,3942959,1.3659999999999999,1.0222,10.655999999999999,0.066,5710,4.46,0.7083
0,3943223,1.405,0.9057,5.332999999999999,0.006999999999999999,5276,4.72,0.7120000000000001
0,3945594,1.262,0.8394,20.98,0.134,5020,4.62,0.6423
0,3945784,1.2930000000000001,0.7962,15.242,0.11699999999999999,4854,4.44,0.7166
0,3945791,0.366,1.2331,2.19,0.011000000000000001,6382,4.13,0.2709
0,3945818,0.42700000000000005,1.2002,2.318,0.01,6288,3.82,0.3004
0,3945837,0.586,0.7909,34.484,0.833,4834,4.76,0.3641
0,3946030,0.625,1.0742,12.448,0.079,5891,4.56,0.4456
0,3946127,1.276,0.9736,5.553,0.145,5533,4.49,0.6761
0,3946130,1.172,0.8043,15.481,0.067,4885,4.9,0.6602
0,3946233,0.915,0.9167,16.52,0.309,5318,4.31,0.5663
0,3946262,1.2790000000000001,0.94,18.22,0.067,5407,4.66,0.6515
0,3946300,1.075,0.9227,16.222,0.049,5341,4.54,0.6489
0,3946621,1.262,1.0138,2.64,0.012,5680,4.8,0.6592
0,3946684,0.365,1.1985,2.889,0.023,6283,4.54,0.2609
0,3946749,1.444,0.8426,14.981,0.065,5032,4.65,0.7007
0,3947026,1.053,0.8027,17.238,0.076,4879,4.64,0.6101
0,3947244,0.929,0.8291,20.109,0.102,4980,4.54,0.5725
0,3951412,0.62,0.9059999999999999,22.238000000000003,0.425,5277,5.0,0.42700000000000005
0,3951444,0.802,0.9258,16.789,0.318,5353,4.7,0.5066
0,3951476,0.49700000000000005,0.9763,20.7,0.217,5543,4.62,0.3714
0,3951571,1.1159999999999999,0.8736,15.693,0.036000000000000004,5152,4.37,0.6528
0,3951622,0.721,0.9795,13.635,0.262,5555,4.3,0.4628
0,3951905,1.014,1.018,13.081,0.109,5695,4.4,0.6267
0,3951918,0.406,0.9261,23.713,3.6039999999999996,5354,4.74,0.2905
0,3951940,1.331,0.9803,11.74,0.04,5558,4.44,0.7029
0,3952212,0.37,1.1293,9.093,0.22,6072,4.55,0.2846
0,3952269,0.87,0.6744,11.956,0.048,4409,4.59,0.4808
0,3952304,1.15,0.8004,10.767000000000001,0.10099999999999999,4870,4.25,0.6113
0,3952334,0.37200000000000005,1.025,15.744000000000002,2.09,5720,4.49,0.2646
0,3952513,0.9079999999999999,0.9956,17.175,0.131,5614,4.43,0.5637
0,3952521,0.6779999999999999,1.0867,9.554,0.077,5933,4.68,0.4578
0,3952614,0.44299999999999995,1.0713,11.359000000000002,0.218,5881,4.82,0.3115
0,3952795,0.594,0.8252,66.30199999999999,0.8029999999999999,4965,4.48,0.2602
0,3952897,0.545,1.0888,11.232000000000001,0.8490000000000001,5940,4.59,0.3933
0,3952899,0.929,1.1116,5.974,0.006999999999999999,6015,4.05,0.5706
0,3952954,1.244,0.8643,11.505999999999998,0.03,5116,4.53,0.6739
0,3953970,1.274,0.7483,1.6059999999999999,0.003,4674,4.27,0.623
0,3954112,1.276,1.22,1.1340000000000001,0.271,6345,3.91,0.703
0,3954211,1.089,1.1401,0.593,0.0,6106,4.81,0.6055
0,3954265,1.287,0.8741,9.293,0.06,5154,4.84,0.6783
0,3954277,0.797,0.9308,16.053,0.807,5372,4.8,0.5002
0,3954596,0.614,0.7676,32.489000000000004,0.75,4746,4.55,0.4017
0,3954933,1.1909999999999998,0.8694,10.686,0.171,5136,4.73,0.6396
0,3954954,0.836,1.0163,15.450999999999999,0.069,5689,4.48,0.5528
0,3955066,1.103,0.773,20.232,0.14,4766,4.59,0.6548
0,3955253,1.097,0.6742,18.456,0.040999999999999995,4408,4.85,0.6369
0,3955397,1.396,0.9690000000000001,9.228,0.013999999999999999,5516,4.45,0.7369
0,3955439,1.176,0.8462,11.097000000000001,0.013000000000000001,5046,4.16,0.6309
0,3955563,1.235,0.9039,15.595,0.034,5269,4.4,0.6765
0,3955797,1.3130000000000002,0.9049,10.311,0.11800000000000001,5273,4.43,0.7155
0,3955880,1.261,0.9198,6.266,0.004,5330,4.68,0.6583
0,3955937,1.193,0.7046,23.265,0.08199999999999999,4515,4.64,0.6358
0,3955962,1.228,0.9490000000000001,17.881,0.129,5441,4.63,0.644
0,3956072,0.39899999999999997,0.8009,31.628,1.305,4872,4.76,0.2929
0,3956166,0.72,0.8187,28.794,1.885,4940,4.6,0.4634
0,3956260,1.261,0.8236,15.494000000000002,0.064,4959,4.59,0.7055
0,3956336,0.535,1.188,5.7,0.08800000000000001,6252,4.54,0.4007
0,3956883,0.53,0.9274,24.592,2.806,5359,4.55,0.3894
0,3957090,1.659,0.8314,22.03,0.016,4989,4.41,0.6886
0,3957108,0.47100000000000003,1.0138,16.957,1.0070000000000001,5680,4.51,0.3434
0,3957622,0.889,1.1027,6.869,0.037000000000000005,5986,4.63,0.5554
0,3957755,1.6480000000000001,0.7107,1.767,0.005,4537,4.47,0.7867
0,3957896,0.642,0.8845,53.526,8.138,5194,3.77,0.3052
0,3957968,0.54,0.7185,33.61,0.628,4565,4.65,0.3743
0,3958406,0.428,1.0269,16.024,0.335,5727,4.87,0.3112
0,3958507,0.594,1.0555,11.939,0.049,5827,4.22,0.4086
0,3958523,1.27,1.0306,9.952,0.036000000000000004,5740,4.32,0.7031
0,3958527,1.016,0.8557,1.6119999999999999,0.004,5083,4.04,0.5279
0,3958657,0.35700000000000004,1.2471,3.647,0.638,6421,4.44,0.2907
0,3958707,1.3769999999999998,0.8715,25.24,0.10099999999999999,5144,3.81,0.6328
0,3961175,1.163,0.7309,18.743,0.02,4610,4.7,0.6796
0,3962330,0.386,1.1588,5.507000000000001,0.055,6164,4.59,0.2815
0,3962516,0.613,0.9825,0.21600000000000003,0.004,5566,5.0,0.3567
0,3962580,1.2,0.7418,10.842,0.025,4650,4.5,0.6301
0,3962932,1.3430000000000002,0.8640000000000001,17.602,0.027000000000000003,5115,4.78,0.6691
0,3963203,0.336,1.2442,2.8339999999999996,0.023,6413,4.14,0.2617
0,3963214,1.128,0.7719,19.749000000000002,0.16699999999999998,4762,4.55,0.6625
0,3963303,0.513,1.0022,20.430999999999997,0.153,5638,4.61,0.3764
0,3963387,0.462,1.0033,16.398,0.152,5642,4.53,0.3247
0,3963398,1.605,1.0622,2.313,0.004,5850,4.39,0.7988
0,3963786,0.387,1.2446,2.1390000000000002,0.04,6414,4.24,0.2909
0,3963996,1.5319999999999998,1.0016,5.906000000000001,0.005,5636,4.79,0.7722
0,3964067,1.2770000000000001,0.9493,11.812999999999999,0.08900000000000001,5442,4.7,0.7085
0,3964085,0.564,0.9909,28.301,6.388,5597,4.66,0.3366
0,3964327,0.83,0.8625,25.993000000000002,0.171,5109,4.86,0.508
0,3964335,1.148,0.9094,12.432,0.127,5290,4.5,0.6509
0,3964500,0.598,0.9793,18.627,0.22899999999999998,5554,4.94,0.4264
0,3964684,1.216,0.8852,12.454,0.046,5197,4.84,0.6778
0,3964737,1.246,0.8925,15.28,0.031,5225,4.44,0.6837
0,3964772,1.514,0.9498,9.568,0.009000000000000001,5444,4.58,0.7371
0,3964800,0.705,0.7767,27.383000000000003,0.494,4780,4.68,0.4852
0,3964954,1.331,1.2733,3.8169999999999997,0.004,6492,3.92,0.6928
0,3965018,0.861,0.8702,24.545,0.51,5139,4.75,0.5291
0,3965122,1.278,0.8586,12.123,0.039,5094,4.9,0.6994
0,3965197,0.917,1.0019,17.326,0.384,5637,4.47,0.5617
0,3965200,0.903,1.0443,16.477999999999998,0.17300000000000001,5788,4.41,0.5487
0,3965300,0.41600000000000004,0.8449,32.878,5.109,5041,4.57,0.2766
0,3965556,0.615,1.188,6.561,0.035,6252,4.36,0.4608
0,3965796,1.01,0.9477,14.300999999999998,0.065,5436,4.49,0.6148
0,3965863,1.146,0.9177,15.322000000000001,0.134,5322,4.59,0.6695
0,3965916,0.401,1.0383,23.713,3.345,5767,4.55,0.256
0,3965951,0.9740000000000001,1.1098,4.538,0.139,6009,4.59,0.5773
0,3965971,0.731,1.0671,7.4879999999999995,0.12300000000000001,5867,4.54,0.4611
0,3966019,1.214,0.9253,10.526,0.29600000000000004,5351,4.51,0.6731
0,3966021,1.19,0.9498,5.3660000000000005,0.027000000000000003,5444,4.87,0.6315
0,3966548,1.136,0.9437,16.697,0.024,5421,4.67,0.642
0,3966594,1.632,0.9879,4.617,0.005,5586,4.58,0.7849
0,3966726,1.198,0.8627,21.909000000000002,0.23,5110,4.54,0.62
0,3966749,1.359,0.9583,11.559000000000001,0.036000000000000004,5476,4.6,0.7126
0,3966950,0.7290000000000001,1.2669,1.006,0.078,6475,4.34,0.49700000000000005
0,3967018,0.506,1.0346,9.68,0.05,5754,4.32,0.3277
0,3967294,0.895,0.7459,23.674,0.217,4665,4.79,0.5671
0,3967564,1.22,0.9567,8.581,0.011000000000000001,5470,4.82,0.6703
0,3968283,1.031,1.0569,5.8020000000000005,0.08,5832,4.89,0.5926
0,3968326,0.43200000000000005,0.9967,16.081,3.193,5618,4.45,0.2961
0,3968466,1.171,0.8907,27.72,0.107,5218,4.38,0.5803
0,3968521,0.516,0.9511,24.623,3.3810000000000002,5449,4.75,0.3647
0,3968730,0.53,1.0185,19.607,0.332,5697,4.57,0.3819
0,3968731,1.003,1.0027,15.837,0.13699999999999998,5640,4.4,0.5989
0,3968792,1.031,0.7907,12.673,0.14400000000000002,4833,4.44,0.5646
0,3968865,0.575,0.8697,53.88399999999999,12.685,5137,3.86,0.2652
0,3968932,0.6559999999999999,0.9629,24.561,3.537,5493,4.38,0.4209
0,3969103,1.554,0.9841,3.7439999999999998,0.004,5572,4.47,0.7816
0,3969140,0.809,1.1876,5.672000000000001,0.06,6251,4.53,0.5562
0,3969150,1.381,1.0281,3.76,0.0,5731,4.4,0.7149
0,3969704,1.446,0.7312,11.484000000000002,0.096,4611,4.54,0.7588
0,3969787,1.177,1.1713,10.978,0.15,6202,4.21,0.6202
0,3969974,0.469,0.9029,35.616,7.141,5265,4.5,0.2618
0,3970054,0.685,0.9232,24.605999999999998,0.59,5343,4.99,0.4532
0,3970376,1.2,0.9594,1.778,0.0,5480,4.71,0.6202
0,3970397,0.6759999999999999,1.0124,15.302999999999999,0.183,5675,4.54,0.4681
0,3970424,0.475,1.0425,24.013,0.674,5782,4.61,0.2959
0,3970457,1.079,1.0371,4.976,0.023,5763,4.49,0.6036
0,3970621,0.735,1.2496,1.545,0.006,6428,4.2,0.4976
0,3971153,0.496,1.0096,20.066,2.927,5665,4.56,0.3669
0,3971383,1.12,0.8917,17.57,0.043,5222,4.27,0.6484
0,3971389,0.498,1.1172,17.247,0.349,6033,4.88,0.32
0,3971392,0.8590000000000001,0.8997,23.094,0.07400000000000001,5253,4.58,0.5339
0,3971446,0.385,1.1893,2.593,0.025,6256,4.51,0.2693
0,3972207,0.312,1.246,4.931,0.307,6418,4.24,0.2707
0,3972229,0.32299999999999995,1.2081,7.938,1.618,6311,4.33,0.2568
0,3972391,1.107,1.1733,5.355,0.048,6208,4.34,0.6645
0,3972414,0.456,0.7759,37.373000000000005,5.755,4777,4.74,0.278
0,3972432,1.212,1.0071,10.710999999999999,0.052000000000000005,5656,4.55,0.6929
