,KID,Teff,logg,Mass,Prot,Prot_err,Rper,LPH,w,DC,Flag
29716,10878191,6067,4.14,1.1278,10.658,0.135,1796.66,0.53,0.4044,0,---
29717,10878230,5645,4.6,1.0041,14.812999999999999,0.076,9774.95,1.182,0.6459999999999999,0,---
29718,10878271,6050,4.53,1.1224,12.181,0.018000000000000002,7145.97,1.148,0.6215,0,---
29719,10879174,5940,4.71,1.0888,12.182,0.08900000000000001,4842.34,0.7879999999999999,0.5329,0,---
29720,10879189,5168,4.84,0.8777,17.507,0.035,10948.72,1.0659999999999998,0.6487,0,---
29721,10879247,4989,4.63,0.8314,25.519000000000002,0.8170000000000001,3680.05,0.59,0.3978,0,---
29722,10879314,5243,4.4,0.8972,38.931,0.233,29601.19,1.015,0.5005,0,---
29723,10879436,5389,4.49,0.9353,18.236,0.11599999999999999,9210.14,1.023,0.6107,0,---
29724,10879451,6415,4.55,1.2449,2.03,0.040999999999999995,961.21,0.522,0.3799,0,---
29725,10879492,4973,4.51,0.8273,8.155,0.172,9963.12,0.57,0.3185,0,---
29726,10879637,5203,5.03,0.8868,28.164,1.037,3489.85,0.41600000000000004,0.3159,0,---
29727,10879667,6144,4.43,1.1523,0.556,0.003,1132.85,0.488,0.3144,0,---
29728,10879850,5791,4.15,1.0451,1.986,0.009000000000000001,11419.18,1.359,0.6937,0,---
29729,10879899,6127,4.29,1.1468,3.423,0.732,808.54,0.389,0.263,0,---
29730,10879901,5416,4.43,0.9424,13.592,0.034,12657.52,1.261,0.6896,0,---
29731,10879981,5363,4.05,0.9284,17.276,0.084,8290.26,1.0170000000000001,0.6248,0,---
29732,10880041,6288,4.22,1.2002,1.496,0.003,801.8,0.451,0.3094,0,---
29733,10880090,4510,4.52,0.7032,30.29,0.249,8953.51,0.799,0.4997,0,---
29734,10880111,5548,4.54,0.9776,24.092,1.2890000000000001,5640.21,0.386,0.2841,0,---
29735,10880154,5625,4.66,0.9986,10.774000000000001,0.023,12077.48,1.1740000000000002,0.6897,0,---
29736,10880291,5584,4.39,0.9874,12.048,0.07200000000000001,6220.94,1.534,0.7181,0,---
29737,10880522,5742,4.96,1.0312,7.391,0.005,23286.7,1.482,0.7497,0,---
29738,10880782,6170,4.2,1.1607,5.398,0.047,5285.5,1.122,0.6746,0,---
29739,10881053,4627,4.51,0.7355,11.255,0.027999999999999997,9229.18,1.476,0.7572,0,---
29740,10881151,4805,4.48,0.7833,9.168,0.157,7452.13,0.9109999999999999,0.4959,0,---
29741,10881388,4769,4.55,0.7737,20.28,2.398,8610.04,0.7390000000000001,0.4458,0,---
29742,10902995,5494,4.5,0.9631,25.166,0.177,3752.53,0.43799999999999994,0.3107,0,---
29743,10903079,4783,4.34,0.7775,29.189,0.696,7491.53,0.841,0.5077,0,---
29744,10903099,4568,4.31,0.7193,14.94,0.085,8136.93,1.4040000000000001,0.7211,0,---
29745,10903807,4986,4.23,0.8306,23.576999999999998,0.09,6058.25,0.971,0.5795,0,---
29746,10903948,4664,4.35,0.7456,14.169,0.155,5792.5,1.097,0.6012,0,---
29747,10904082,5422,4.36,0.9440000000000001,25.000999999999998,4.249,1520.13,0.401,0.3081,0,---
29748,10904269,5263,4.31,0.9023,31.805,4.162,2971.11,0.45399999999999996,0.2828,0,---
29749,10904293,5441,4.6,0.9490000000000001,12.424000000000001,0.012,14974.24,1.3330000000000002,0.7047,0,---
29750,10904339,5906,4.47,1.0786,11.379000000000001,0.151,1260.19,0.469,0.3351,0,---
29751,10904343,6456,3.99,1.2599,3.063,0.005,1022.19,1.227,0.684,0,---
29752,10904363,5454,4.49,0.9525,16.377,0.15,3016.59,0.852,0.5488,0,---
29753,10904491,4888,4.48,0.8051,8.921,0.14800000000000002,10748.68,1.101,0.5806,0,---
29754,10904581,5417,4.27,0.9427,22.706,0.8370000000000001,3415.67,0.728,0.4789,0,---
29755,10904619,4405,4.44,0.6733,41.123000000000005,8.78,1360.65,0.418,0.2517,0,---
29756,10904661,5086,4.46,0.8565,24.064,0.065,10362.98,1.042,0.5776,0,---
29757,10905040,4938,4.49,0.8182,33.558,0.174,72013.32,1.421,0.628,0,---
29758,10905098,5987,4.28,1.103,15.034,0.254,665.84,0.375,0.2804,0,---
29759,10905173,5034,4.45,0.8431,7.495,0.022000000000000002,18056.99,1.3530000000000002,0.6886,0,---
29760,10905591,5299,4.66,0.9117,22.155,0.17600000000000002,13850.99,1.248,0.624,0,---
29761,10905800,4666,4.55,0.7461,17.105,0.044000000000000004,11969.86,1.047,0.5963,0,---
29762,10905873,5374,4.43,0.9313,11.167,0.040999999999999995,14842.15,1.29,0.7223,0,---
29763,10905926,5466,4.56,0.9557,21.86,0.151,3931.22,0.879,0.529,0,---
29764,10907126,5428,4.81,0.9456,26.554000000000002,4.922,2307.5,0.5589999999999999,0.3679,0,---
29765,10907381,5675,4.69,1.0124,5.407,0.015,16588.63,1.4609999999999999,0.7629,0,---
29766,10907438,5952,4.28,1.0924,14.911,0.233,481.31,0.505,0.368,0,---
29767,10907474,4771,4.5,0.7743,27.044,3.128,5498.68,0.519,0.341,0,---
29768,10907568,5882,4.15,1.0715,16.684,3.1889999999999996,981.03,0.491,0.3581,0,---
29769,10907954,4407,4.47,0.6739,36.851,0.195,3856.15,0.615,0.3815,0,---
29770,10908173,4665,4.51,0.7459,37.179,5.8020000000000005,2996.27,0.511,0.3154,0,---
29771,10908190,4614,4.58,0.732,11.199000000000002,0.038,9911.84,1.41,0.7414,0,---
29772,10908262,5669,4.42,1.0107,20.566,3.568,1344.2,0.37,0.2924,0,---
29773,10908345,4966,4.38,0.8254,28.63,1.044,3842.83,0.541,0.3926,0,---
29774,10908772,5148,4.54,0.8725,47.64,0.239,2893.54,0.534,0.2534,0,---
29775,10908779,5079,4.66,0.8547,30.726,1.406,3280.4,0.461,0.3209,0,---
29776,10909098,6152,4.46,1.1549,5.486000000000001,0.01,6314.78,1.112,0.6724,0,---
29777,10909100,5165,4.66,0.8769,10.255999999999998,0.049,10910.75,1.446,0.7413,0,---
29778,10909105,5224,4.36,0.8922,13.917,0.075,15766.26,1.2919999999999998,0.7012,0,---
29779,10909674,6070,4.46,1.1287,10.39,0.71,2495.23,0.858,0.5487,0,---
29780,10909724,6101,4.34,1.1385,7.771,0.038,787.85,0.657,0.4673,0,---
29781,10909875,5954,4.41,1.093,6.336,0.027000000000000003,14137.48,1.371,0.7396,0,---
29782,10909987,5736,4.07,1.0295,20.746,0.15,1702.73,0.696,0.4394,0,---
29783,10910208,5576,4.59,0.9852,12.307,0.037000000000000005,14187.87,1.003,0.612,0,---
29784,10910221,5586,4.57,0.9879,23.945999999999998,1.0859999999999999,2409.46,0.474,0.3264,0,---
29785,10910367,4885,4.63,0.8043,35.544000000000004,5.684,2260.98,0.406,0.2611,0,---
29786,10910381,4838,4.76,0.792,22.01,0.32799999999999996,8217.75,1.048,0.623,0,---
29787,10910440,4852,4.51,0.7957,9.474,0.043,4287.87,1.311,0.6775,0,---
29788,10910862,5260,4.31,0.9016,22.549,2.787,3606.23,0.531,0.3612,0,---
29789,10910898,5510,4.5,0.9674,20.811,0.281,6629.26,0.7120000000000001,0.4788,0,---
29790,10911093,6066,4.42,1.1275,17.202,0.264,2050.19,0.395,0.2505,0,---
29791,10913658,5590,4.71,0.9890000000000001,22.252,0.434,2011.12,0.366,0.2871,0,---
29792,10913705,4853,4.55,0.7959,13.116,0.032,8880.32,0.955,0.5301,0,---
29793,10913758,5381,4.84,0.9332,6.397,0.11699999999999999,909.39,0.5,0.2878,0,---
29794,10913762,5214,4.52,0.8896,6.3870000000000005,0.015,9140.31,1.263,0.6498,0,---
29795,10913911,5073,4.61,0.8532,21.112,0.44799999999999995,10301.95,0.94,0.5987,0,---
29796,10913968,5663,4.63,1.0091,13.811,0.028999999999999998,17595.35,1.235,0.6632,0,---
29797,10914006,5837,4.75,1.0584,17.137,0.33,4808.49,0.903,0.537,0,---
29798,10914244,4696,4.29,0.7542,28.046,0.106,9724.17,0.9329999999999999,0.5464,0,---
29799,10914268,5786,4.28,1.0437,9.356,0.034,12166.44,1.327,0.7136,0,---
29800,10914339,5558,4.39,0.9803,8.786,0.017,10350.41,1.26,0.7008,0,---
29801,10916554,5426,4.49,0.945,17.91,3.398,1994.64,0.62,0.4117,0,---
29802,10916688,4644,4.54,0.7402,35.55,0.894,3610.25,0.652,0.3944,0,---
29803,10916765,6164,4.29,1.1588,20.403,2.738,699.94,0.452,0.2524,0,BQR
29804,10916827,5122,4.73,0.8658,3.842,0.006999999999999999,2527.83,0.7559999999999999,0.41600000000000004,0,---
29805,10917136,5405,4.59,0.9395,25.451999999999998,1.463,4003.05,0.529,0.3696,0,---
29806,10917186,5024,4.5,0.8405,19.364,0.022000000000000002,29841.87,1.479,0.675,0,---
29807,10917348,4805,4.62,0.7833,24.95,0.376,3781.65,0.5329999999999999,0.3377,0,---
29808,10917374,5335,4.39,0.9211,10.078,0.149,2932.67,0.633,0.3719,0,---
29809,10917584,5489,4.76,0.9618,21.362,0.225,4889.13,0.6970000000000001,0.4707,0,---
29810,10917770,5066,4.83,0.8513,37.216,0.6559999999999999,2095.22,0.493,0.2757,0,---
29811,10917907,5164,4.68,0.8767,4.382,0.011000000000000001,34084.86,1.504,0.7471,0,---
29812,10917964,6260,4.66,1.1907,7.316,0.175,537.87,0.313,0.2677,0,---
29813,10917985,5305,4.99,0.9133,28.434,0.94,4286.94,0.402,0.2862,0,---
29814,10918025,5270,4.62,0.9042,17.309,0.073,10294.29,1.32,0.6667,0,---
29815,10918030,5520,4.69,0.9701,20.771,3.6860000000000004,895.08,0.429,0.3142,0,---
29816,10918041,5684,4.65,1.0149,10.594000000000001,0.013999999999999999,13431.73,1.1320000000000001,0.6722,0,---
29817,10918380,5367,4.46,0.9295,20.185,0.193,5618.21,1.1909999999999998,0.6252,0,---
29818,10918580,6031,4.27,1.1165,2.062,0.024,1684.93,0.5720000000000001,0.3611,0,---
29819,10918584,4633,4.34,0.7372,23.871,0.20600000000000002,3372.73,0.8740000000000001,0.5532,0,---
29820,10918687,4986,4.53,0.8306,24.052,0.201,2580.34,0.6709999999999999,0.4423,0,---
29821,10918699,5185,4.55,0.8821,13.300999999999998,0.017,16851.01,1.128,0.6365,0,---
29822,10918763,6203,4.23,1.1716,7.7410000000000005,0.07200000000000001,1208.31,0.5429999999999999,0.4179,0,---
29823,10918794,5892,4.46,1.0745,14.602,0.369,484.73,0.349,0.2741,0,---
29824,10919040,4865,4.42,0.7991,36.893,4.731,6197.93,0.5670000000000001,0.3335,0,---
29825,10919112,5739,4.68,1.0303,15.824000000000002,0.46399999999999997,5274.95,0.934,0.5701,0,---
29826,10919230,4737,4.54,0.7652,14.68,0.021,13173.1,1.146,0.6324,0,---
29827,10919310,5272,4.47,0.9047,1.32,0.003,14386.24,1.4980000000000002,0.7231,0,---
29828,10919411,5898,4.46,1.0763,14.927,1.972,1708.33,0.42100000000000004,0.3352,0,---
29829,10920086,6478,4.17,1.268,3.216,0.003,2384.93,1.224,0.6769,0,---
29830,10920218,4431,4.56,0.6808,24.092,0.6859999999999999,8392.75,0.904,0.5704,0,---
29831,10920297,4707,4.41,0.7572,28.003,0.12,5834.28,0.815,0.5188,0,---
29832,10920360,6014,4.12,1.1113,13.588,1.984,1529.78,0.509,0.3688,0,---
29833,10920626,5836,4.48,1.0581,18.271,1.083,914.84,0.405,0.3007,0,---
29834,10920742,6030,4.27,1.1162,14.6,2.7239999999999998,2197.62,0.552,0.3761,0,---
29835,10920804,4503,4.47,0.7012,18.915,0.07,11265.93,1.264,0.6808,0,---
29836,10920814,4659,4.45,0.7442,38.262,4.37,3106.5,0.41,0.2527,0,---
29837,10920889,5093,4.57,0.8583,25.441,0.28600000000000003,5236.8,0.983,0.5524,0,---
29838,10921073,5222,4.7,0.8917,29.609,0.738,6448.6,0.5870000000000001,0.3731,0,---
29839,10921192,6355,4.29,1.2235,2.54,0.021,783.5,0.547,0.3903,0,---
29840,10921242,5868,4.51,1.0674,1.765,0.003,25685.79,1.354,0.6919,0,---
29841,10921306,6197,4.15,1.1696,7.532,0.045,699.04,0.32299999999999995,0.2626,0,---
29842,10921460,4603,4.37,0.7290000000000001,26.180999999999997,0.237,12663.42,1.153,0.6078,0,---
29843,10921468,4752,4.19,0.7692,30.373,0.055999999999999994,8269.91,0.997,0.5414,0,---
29844,10921573,5602,4.62,0.9923,6.115,0.005,19568.86,1.371,0.7278,0,---
29845,10921625,5861,4.34,1.0654,17.945,0.141,1097.11,0.34299999999999997,0.2608,0,---
29846,10921733,6306,4.49,1.2064,6.4479999999999995,0.061,5042.37,0.968,0.5899,0,---
29847,10921825,4861,4.49,0.7979999999999999,16.649,0.06,16811.01,1.28,0.6985,0,---
29848,10921889,5312,4.61,0.9151,28.849,1.1079999999999999,2847.97,0.556,0.358,0,---
29849,10921964,5098,4.67,0.8596,8.288,0.008,8932.77,1.256,0.6507,0,---
29850,10922036,6165,4.38,1.1591,8.96,1.063,553.04,0.33,0.2795,0,---
29851,10922101,5490,4.55,0.9621,39.995,0.7170000000000001,655.65,0.684,0.3548,0,---
29852,10922107,4746,4.8,0.7676,35.719,3.7230000000000003,4836.56,0.604,0.3663,0,---
29853,10922247,5474,4.82,0.9578,3.7739999999999996,0.004,4823.39,1.245,0.6472,0,---
29854,10922428,4971,4.26,0.8267,29.925,1.111,2154.5,0.526,0.3762,0,---
29855,10922482,5572,4.86,0.9841,1.992,0.005,53554.53,1.5730000000000002,0.7718,0,---
29856,10922538,5420,4.69,0.9435,23.998,1.004,4210.95,0.73,0.4657,0,---
29857,10922599,5442,4.55,0.9493,26.826,0.25,2108.87,0.61,0.3871,0,---
29858,10922610,6274,4.53,1.1954,11.789000000000001,0.131,2337.87,0.599,0.3821,0,SM1
29859,10922615,5430,4.53,0.9461,16.309,0.09300000000000001,11349.35,1.2,0.6541,0,---
29860,10922692,5470,4.26,0.9567,23.651999999999997,3.616,4073.44,0.742,0.4663,0,---
29861,10922695,6382,4.62,1.2331,4.41,0.11,1251.64,0.457,0.3626,0,---
29862,10922787,4933,4.79,0.8169,32.79,3.0389999999999997,2783.72,0.575,0.3666,0,---
29863,10922823,5343,4.92,0.9232,13.222999999999999,0.503,4642.78,0.9470000000000001,0.5583,0,---
29864,10922836,5988,4.33,1.1033,12.989,0.424,800.94,0.569,0.4152,0,---
29865,10922837,5032,4.94,0.8426,32.745,0.516,5553.54,0.6890000000000001,0.4047,0,---
29866,10922897,4891,4.85,0.8059,25.537,0.132,13283.01,1.002,0.5736,0,---
29867,10922914,5494,5.01,0.9631,9.937000000000001,0.064,11875.57,1.1420000000000001,0.648,0,---
29868,10923234,5284,4.7,0.9078,25.71,0.3,4790.66,0.537,0.3903,0,---
29869,10923282,5830,4.54,1.0564,10.945,0.043,695.79,0.45399999999999996,0.3085,0,---
29870,10923328,5986,4.57,1.1027,6.697,0.187,1045.38,0.47600000000000003,0.3201,0,---
29871,10923495,5114,4.48,0.8638,22.891,0.151,11955.5,0.9540000000000001,0.5710000000000001,0,---
29872,10923791,5846,4.38,1.061,15.512,0.226,2790.87,0.68,0.47,0,---
29873,10923883,5641,4.62,1.003,38.198,0.764,1649.65,0.516,0.2619,0,---
29874,10923902,4593,4.23,0.7262,22.838,0.098,12740.19,0.986,0.6146,0,---
29875,10923977,5430,4.63,0.9461,15.017999999999999,0.205,3803.85,0.8029999999999999,0.5039,0,---
29876,10924064,4901,4.69,0.8085,40.472,1.169,1901.09,0.534,0.2909,0,---
29877,10924400,4971,4.42,0.8267,7.484,0.022000000000000002,24347.07,1.369,0.6937,0,---
29878,10924462,4747,4.32,0.7679,0.37799999999999995,0.005,367968.86,1.314,0.6341,0,---
29879,10924586,4989,4.49,0.8314,30.068,4.035,2799.99,0.365,0.2603,0,---
29880,10924744,6414,4.38,1.2446,2.1109999999999998,0.021,874.67,0.44799999999999995,0.33299999999999996,0,---
29881,10924808,5211,4.51,0.8889,29.333000000000002,5.207999999999999,2535.05,0.642,0.4003,0,---
29882,10924857,5137,4.64,0.8697,23.785999999999998,0.591,4361.39,0.6659999999999999,0.4525,0,---
29883,10925070,5082,4.81,0.8555,18.519000000000002,0.099,9897.95,1.004,0.611,0,---
29884,10925133,5864,4.57,1.0663,17.016,0.098,11561.81,0.978,0.5595,0,---
29885,10927259,5421,4.58,0.9437,24.891,1.3159999999999998,2315.76,0.363,0.2799,0,---
29886,10927581,5158,4.46,0.8751,18.684,0.031,10442.26,1.229,0.6493,0,---
29887,10927708,4533,4.48,0.7096,23.482,0.201,7070.6,0.745,0.4616,0,---
29888,10927813,5914,4.62,1.081,17.031,2.6839999999999997,2384.6,0.379,0.2798,0,---
29889,10931512,6288,4.5,1.2002,3.778,0.006999999999999999,1330.05,0.49,0.3557,0,---
29890,10931822,6028,4.59,1.1156,11.319,0.055999999999999994,1576.19,0.57,0.4274,0,---
29891,10931895,6115,4.44,1.143,7.619,0.12,2800.17,0.725,0.508,0,---
29892,10932293,5673,4.97,1.0118,17.563,0.155,7993.7,0.703,0.485,0,---
29893,10932403,5879,4.71,1.0707,2.1830000000000003,0.006999999999999999,55182.34,1.67,0.7932,0,---
29894,10932440,5063,4.41,0.8506,0.278,0.003,39280.77,1.401,0.6661,0,---
29895,10933170,5981,4.54,1.1012,7.421,0.141,655.2,0.565,0.3814,0,---
29896,10933224,4895,4.47,0.8069,15.196,0.012,14663.58,1.291,0.7144,0,---
29897,10933367,5497,4.64,0.9639,19.442999999999998,3.71,1843.21,0.551,0.39,0,---
29898,10933582,5688,4.4,1.016,17.357,0.242,3193.2,0.51,0.3773,0,---
29899,10933819,4420,4.63,0.6776,19.643,0.09300000000000001,10638.12,0.9890000000000001,0.5826,0,---
29900,10933861,6473,4.21,1.2662,1.032,0.218,5664.71,0.48,0.3521,0,---
29901,10933863,4938,4.49,0.8182,11.712,0.043,13905.56,1.1340000000000001,0.6114,0,---
29902,10934184,6051,4.38,1.1228,6.5889999999999995,0.047,2207.64,0.682,0.4571,0,---
29903,10934241,5671,4.51,1.0113,12.215,0.41700000000000004,2743.6,0.67,0.4373,0,---
29904,10934285,6078,4.38,1.1312,6.553,0.521,1030.09,0.49200000000000005,0.34700000000000003,0,---
29905,10934366,5036,4.44,0.8436,14.873,0.019,20240.13,1.5130000000000001,0.7017,0,---
29906,10934791,4930,4.79,0.8161,11.594000000000001,0.042,11825.8,1.321,0.7057,0,---
29907,10934816,4997,4.84,0.8335,23.881,0.305,9316.41,0.912,0.5643,0,---
29908,10934828,4918,4.71,0.8129,31.834,0.7040000000000001,2753.79,0.573,0.3777,0,---
29909,10934927,5860,4.33,1.0651,12.953,0.078,553.91,0.544,0.3914,0,---
29910,10935326,6025,4.46,1.1147,7.659,0.016,12595.65,1.202,0.6864,0,---
29911,10935491,5748,4.45,1.0329,5.196000000000001,0.011000000000000001,15976.61,1.5730000000000002,0.7753,0,---
29912,10935517,5803,4.28,1.0486,20.073,1.013,612.17,0.39399999999999996,0.2808,0,---
29913,10935984,5949,4.57,1.0915,17.954,0.563,3997.68,0.631,0.401,0,---
29914,10935986,5867,4.53,1.0671,16.449,0.182,972.15,0.308,0.2535,0,---
29915,10936008,5111,5.0,0.863,9.325,0.019,17824.95,1.44,0.7594,0,---
29916,10936067,5812,4.58,1.0511,0.733,0.005,1635.76,0.455,0.2704,0,---
29917,10936183,6297,4.34,1.2033,5.075,0.156,1671.97,0.457,0.3516,0,---
29918,10936210,5718,4.48,1.0244,14.457,3.028,3365.99,0.624,0.4332,0,---
29919,10936256,5149,4.75,0.8728,25.451999999999998,0.5720000000000001,4822.85,0.813,0.5053,0,---
29920,10936285,4984,4.42,0.8301,10.415,0.012,19041.69,1.225,0.6475,0,---
29921,10936313,6031,4.6,1.1165,11.674000000000001,0.107,2749.32,0.664,0.4652,0,---
29922,10936439,5560,5.03,0.9809,7.148,0.009000000000000001,14440.72,1.2,0.6585,0,---
29923,10936621,6356,4.57,1.2239,2.515,0.038,1284.09,0.42100000000000004,0.3082,0,---
29924,10936669,5679,4.22,1.0135,1.91,0.008,948.61,0.57,0.3388,0,---
29925,10936708,5560,4.13,0.9809,10.059,0.04,13916.94,1.1909999999999998,0.6815,0,---
29926,10937060,5852,4.37,1.0627,11.33,0.33,2209.48,0.385,0.2641,0,---
29927,10937076,5970,4.4,1.0978,3.2939999999999996,0.012,4041.25,1.122,0.6244,0,---
29928,10937131,5740,4.45,1.0306,13.79,0.147,544.91,0.508,0.3535,0,---
29929,10937381,5344,4.9,0.9235,24.924,0.802,2135.66,0.466,0.35,0,---
29930,10937427,5560,4.89,0.9809,15.571,0.161,4622.16,0.86,0.5636,0,---
29931,10937840,5376,4.37,0.9319,23.224,0.8859999999999999,7361.2,0.946,0.5466,0,---
29932,10937947,4935,4.37,0.8174,11.097000000000001,0.019,14482.62,1.185,0.6314,0,---
29933,10938035,5463,4.6,0.9549,21.239,0.8740000000000001,5728.6,0.51,0.3698,0,---
29934,10938122,5022,4.37,0.84,8.446,0.004,22099.91,1.4909999999999999,0.7709,0,---
29935,10938166,5697,4.18,1.0185,23.685,1.038,471.56,0.38,0.2559,0,---
29936,10958587,4613,4.31,0.7317,27.375,0.8440000000000001,6885.11,0.774,0.5225,0,---
29937,10958746,5199,4.84,0.8857,25.154,0.17800000000000002,8212.3,0.684,0.4656,0,---
29938,10959297,5472,4.3,0.9572,22.484,0.381,6371.8,0.983,0.5534,0,---
29939,10959362,5684,3.92,1.0149,16.273,0.17600000000000002,1102.51,0.779,0.5256,0,---
29940,10959367,5211,4.73,0.8889,18.250999999999998,0.14800000000000002,10461.12,0.945,0.5878,0,---
29941,10959377,6076,4.29,1.1306,8.666,0.076,1132.01,0.371,0.2818,0,---
29942,10960047,5301,4.46,0.9122,26.724,0.27699999999999997,4813.25,0.67,0.4294,0,---
29943,10960236,5577,4.53,0.9855,24.112,0.185,4025.52,0.42100000000000004,0.2976,0,---
29944,10960722,5378,4.22,0.9324,29.336,0.361,3682.11,0.512,0.3259,0,---
29945,10960783,6290,4.4,1.2009,4.315,0.017,435.26,0.433,0.3243,0,---
29946,10960838,5154,4.59,0.8741,32.579,0.8370000000000001,5248.01,0.569,0.34299999999999997,0,---
29947,10961265,5293,4.46,0.9102,25.939,0.7509999999999999,5757.51,0.609,0.4151,0,---
29948,10962806,5980,4.68,1.1009,7.925,0.019,6262.72,1.238,0.6971,0,---
29949,10962862,4767,4.48,0.7732,28.912,2.081,5449.41,0.45,0.3007,0,---
29950,10963092,4952,4.56,0.8218,17.992,0.055,17608.73,1.176,0.6729,0,---
29951,10963526,5653,4.63,1.0063,17.863,0.27699999999999997,5265.12,0.8270000000000001,0.5271,0,---
29952,10963771,4880,4.5,0.8029999999999999,26.631,0.609,4213.57,0.562,0.3768,0,---
29953,10963806,5059,4.59,0.8495,23.82,0.14800000000000002,5846.02,0.6779999999999999,0.4526,0,---
29954,10964047,5148,4.39,0.8725,32.118,1.228,1763.85,0.485,0.3066,0,SM1
29955,10964141,5060,4.58,0.8498,8.892999999999999,0.011000000000000001,17241.78,1.568,0.7464,0,---
29956,10964344,5211,3.94,0.8889,22.509,0.6759999999999999,5828.14,0.9490000000000001,0.5652,0,---
29957,10964411,4674,4.29,0.7483,25.355999999999998,0.883,6212.29,1.026,0.5919,0,---
29958,10964653,4998,4.37,0.8337,14.481,0.223,9017.53,1.2,0.6741,0,---
29959,10964752,5196,4.82,0.885,24.183000000000003,0.27,8579.37,0.755,0.5003,0,---
29960,10965153,4406,4.49,0.6736,28.433000000000003,4.168,5932.39,0.875,0.5406,0,---
29961,10965231,4651,4.41,0.7421,15.395,0.022000000000000002,9687.54,0.9570000000000001,0.5377,0,---
29962,10965333,5390,4.55,0.9355,25.000999999999998,1.8630000000000002,4219.17,0.489,0.3595,0,---
29963,10965470,5281,4.3,0.907,19.344,0.7290000000000001,4075.35,0.857,0.5555,0,---
29964,10965642,5136,4.11,0.8694,11.708,0.068,11162.34,1.083,0.5934,0,---
29965,10966029,5673,4.9,1.0118,18.352,0.17800000000000002,4639.39,0.769,0.4995,0,---
29966,10966048,4953,4.92,0.8221,27.351,0.568,3392.37,0.41100000000000003,0.2696,0,---
29967,10966252,5557,4.89,0.9801,23.338,0.33,2704.08,0.725,0.4515,0,---
29968,10966293,4764,4.38,0.7724,24.239,0.29600000000000004,14195.62,1.348,0.6456,0,---
29969,10966308,4428,4.46,0.6799,21.676,0.121,11863.35,1.0490000000000002,0.6416,0,---
29970,10966373,5976,4.51,1.0997,15.805,0.299,3321.56,0.8290000000000001,0.5007,0,---
29971,10966556,5538,4.47,0.9749,17.175,0.259,5520.31,0.7240000000000001,0.4932,0,---
29972,10966670,5592,4.91,0.9896,19.332,0.619,4877.51,0.804,0.513,0,---
29973,10966835,5778,4.6,1.0414,21.02,0.41700000000000004,703.1,0.364,0.2571,0,---
29974,10966881,5205,4.27,0.8873,11.302999999999999,0.062,8133.68,1.153,0.6336,0,---
29975,10966982,5739,4.39,1.0303,25.784000000000002,0.638,2001.2,0.42,0.2555,0,---
29976,10966999,4416,4.61,0.6765,41.175,2.3680000000000003,4287.3,0.483,0.2851,0,---
29977,10967132,4930,4.59,0.8161,31.56,6.876,4436.37,0.52,0.3575,0,---
29978,10967133,6006,4.41,1.1088,16.305999999999997,0.106,614.88,0.373,0.2592,0,---
29979,10969469,4702,4.23,0.7558,36.585,0.74,4820.11,0.6829999999999999,0.3961,0,---
29980,10969515,5186,4.49,0.8824,5.49,0.114,22544.56,1.429,0.7183,0,---
29981,10969582,5625,4.48,0.9986,24.855999999999998,0.425,2196.01,0.645,0.3978,0,BQR
29982,10969822,5925,4.46,1.0843,7.684,0.036000000000000004,8392.99,1.288,0.7167,0,---
29983,10969848,5280,4.28,0.9068,8.446,0.158,1214.68,0.583,0.3352,0,---
29984,10969914,4415,4.61,0.6762,27.624000000000002,0.165,6706.06,0.909,0.5554,0,---
29985,10971709,5731,4.5,1.0281,20.464000000000002,4.115,2474.61,0.494,0.3476,0,---
29986,10971848,5446,4.49,0.9503,31.309,2.055,1327.57,0.499,0.29600000000000004,0,---
29987,10971985,5198,4.41,0.8855,13.154000000000002,0.024,10167.3,1.315,0.7125,0,---
29988,10972252,5955,4.19,1.0933,11.943,2.5069999999999997,438.33,0.39399999999999996,0.299,0,---
29989,10972338,5612,4.42,0.995,16.722,0.086,7673.35,0.988,0.5895,0,---
29990,10972370,6112,4.37,1.1420000000000001,12.755999999999998,0.114,621.56,0.358,0.2604,0,---
29991,10972393,5552,4.27,0.9787,24.314,0.40700000000000003,2966.25,0.6629999999999999,0.4183,0,---
29992,10972459,4713,4.37,0.7588,29.948,3.089,3307.61,0.599,0.4282,0,---
29993,10972623,5608,4.48,0.9939,26.416,0.302,2890.94,0.48200000000000004,0.3051,0,---
29994,10972628,5505,4.5,0.9661,25.041,5.093999999999999,623.58,0.336,0.2518,0,---
29995,10972788,5029,4.49,0.8418,9.013,0.043,11203.05,1.4069999999999998,0.7331,0,---
29996,10973107,5604,4.54,0.9928,14.334000000000001,0.016,15121.04,1.0270000000000001,0.6253,0,---
29997,10973346,5830,4.55,1.0564,13.82,0.529,3116.37,0.5429999999999999,0.3935,0,---
29998,10973391,5040,4.45,0.8446,23.259,0.11599999999999999,7003.19,0.948,0.5736,0,---
29999,10973465,5006,4.37,0.8358,1.097,0.004,14225.33,0.877,0.4704,0,---
30000,10973732,5202,4.61,0.8865,28.74,1.24,6381.21,0.8340000000000001,0.4775,0,---
30001,10973841,4934,4.47,0.8171,16.844,0.040999999999999995,22158.15,1.349,0.6907,0,---
30002,10974176,4862,4.59,0.7983,33.844,0.9670000000000001,3229.86,0.34299999999999997,0.2509,0,---
30003,10974198,4614,4.51,0.732,36.678000000000004,1.775,2141.77,0.507,0.3214,0,---
